0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	
1.49031	5008.3460	1.49031	4813.5880	1.49031	4796.2250	1.49031	4667.5770	1.49031	4756.2060	1.49031	4764.1130	1.49031	4728.8510	1.49031	4721.0430	1.49031	4721.3610	1.49031	4902.2260	1.49031	4365.6230	1.49031	4517.8000	1.49031	4594.6030	1.49031	4711.0740	1.49031	4795.5690	1.49031	5009.5050	1.49031	4819.8040	1.49031	4768.2400	1.49031	4653.6450	1.49031	4755.9170	1.49031	4774.8000	1.49031	4728.6330	1.49031	4724.1960	1.49031	4719.6300	1.49031	4886.4100	1.49031	4359.3700	1.49031	4504.9370	1.49031	4594.0730	1.49031	4723.3130	1.49031	4796.1890	1.49031	4996.2970	1.49031	4819.8310	1.49031	4790.5420	1.49031	4669.4490	1.49031	4751.6520	1.49031	4760.6590	1.49031	4717.6510	1.49031	4721.6560	1.49031	4723.7370	1.49031	4890.3910	1.49031	4347.2350	1.49031	4503.3840	1.49031	4585.2210	1.49031	4708.8210	1.49031	4781.8120	
1.56483	5014.7000	1.56483	4820.3710	1.56483	4802.7600	1.56483	4675.7610	1.56483	4766.3720	1.56483	4769.5790	1.56483	4736.7130	1.56483	4721.4330	1.56483	4716.7900	1.56483	4897.7850	1.56483	4360.6040	1.56483	4505.8850	1.56483	4594.0430	1.56483	4715.9190	1.56483	4793.2120	1.56483	5006.4270	1.56483	4813.3220	1.56483	4794.1120	1.56483	4666.2420	1.56483	4748.0970	1.56483	4759.3710	1.56483	4724.8570	1.56483	4727.9630	1.56483	4720.0860	1.56483	4892.1260	1.56483	4360.5860	1.56483	4499.4920	1.56483	4590.6220	1.56483	4700.0770	1.56483	4786.3930	1.56483	5001.4380	1.56483	4811.8920	1.56483	4801.6280	1.56483	4661.0270	1.56483	4764.4410	1.56483	4757.4790	1.56483	4718.8850	1.56483	4717.5620	1.56483	4707.0560	1.56483	4882.5320	1.56483	4351.8250	1.56483	4498.4310	1.56483	4590.3410	1.56483	4704.0160	1.56483	4783.0100	
1.63934	5019.4680	1.63934	4816.4280	1.63934	4806.2650	1.63934	4661.1340	1.63934	4757.4520	1.63934	4769.4410	1.63934	4729.6760	1.63934	4733.2260	1.63934	4720.2800	1.63934	4895.5290	1.63934	4374.4680	1.63934	4503.8850	1.63934	4601.6600	1.63934	4723.8050	1.63934	4792.9110	1.63934	5004.5610	1.63934	4810.2590	1.63934	4787.3230	1.63934	4658.8330	1.63934	4756.1820	1.63934	4756.0510	1.63934	4726.1390	1.63934	4727.0600	1.63934	4721.3460	1.63934	4886.8180	1.63934	4358.9320	1.63934	4510.2000	1.63934	4599.7860	1.63934	4717.0280	1.63934	4791.0780	1.63934	5007.8210	1.63934	4818.2370	1.63934	4807.0220	1.63934	4670.7870	1.63934	4750.4720	1.63934	4772.4780	1.63934	4717.2580	1.63934	4720.0560	1.63934	4726.5590	1.63934	4896.5690	1.63934	4353.4340	1.63934	4511.0080	1.63934	4583.7910	1.63934	4708.6630	1.63934	4780.1940	
1.71386	5022.2640	1.71386	4814.8070	1.71386	4814.6070	1.71386	4678.0590	1.71386	4766.4140	1.71386	4757.7740	1.71386	4726.1180	1.71386	4737.3890	1.71386	4717.0880	1.71386	4897.1620	1.71386	4369.5810	1.71386	4511.1060	1.71386	4600.9360	1.71386	4723.5310	1.71386	4784.2980	1.71386	4997.0980	1.71386	4818.5110	1.71386	4785.7940	1.71386	4664.7250	1.71386	4758.0000	1.71386	4770.3000	1.71386	4729.6430	1.71386	4728.4870	1.71386	4734.8080	1.71386	4883.8470	1.71386	4358.6160	1.71386	4501.7450	1.71386	4605.7050	1.71386	4719.7160	1.71386	4791.6000	1.71386	5000.6540	1.71386	4810.4580	1.71386	4785.8980	1.71386	4659.1550	1.71386	4753.5690	1.71386	4759.3920	1.71386	4726.6190	1.71386	4727.1820	1.71386	4714.0840	1.71386	4887.3280	1.71386	4363.3460	1.71386	4509.3270	1.71386	4587.5580	1.71386	4721.0960	1.71386	4788.1750	
1.78837	5028.6590	1.78837	4821.6250	1.78837	4797.3540	1.78837	4670.7090	1.78837	4763.1000	1.78837	4763.6060	1.78837	4729.6760	1.78837	4724.1240	1.78837	4712.2030	1.78837	4899.5730	1.78837	4370.0870	1.78837	4506.0400	1.78837	4596.1740	1.78837	4727.2090	1.78837	4800.4270	1.78837	5012.3540	1.78837	4815.1580	1.78837	4796.6120	1.78837	4664.6510	1.78837	4766.5770	1.78837	4759.5440	1.78837	4717.0850	1.78837	4722.8990	1.78837	4713.7260	1.78837	4896.6050	1.78837	4358.0650	1.78837	4506.5370	1.78837	4596.1200	1.78837	4717.7260	1.78837	4793.2480	1.78837	5002.9250	1.78837	4823.4460	1.78837	4786.2890	1.78837	4663.0740	1.78837	4755.0200	1.78837	4754.2300	1.78837	4721.6270	1.78837	4725.4740	1.78837	4712.1850	1.78837	4881.8020	1.78837	4355.7970	1.78837	4499.7660	1.78837	4588.4310	1.78837	4714.3370	1.78837	4784.4740	
1.86289	5009.2700	1.86289	4824.7840	1.86289	4780.5550	1.86289	4676.8580	1.86289	4759.6250	1.86289	4763.6420	1.86289	4728.6870	1.86289	4734.4180	1.86289	4728.0010	1.86289	4893.4880	1.86289	4371.3090	1.86289	4506.2990	1.86289	4603.6750	1.86289	4719.0310	1.86289	4792.1960	1.86289	5011.3680	1.86289	4825.3920	1.86289	4776.2690	1.86289	4674.6220	1.86289	4755.8520	1.86289	4757.9290	1.86289	4727.2740	1.86289	4729.3100	1.86289	4725.8320	1.86289	4878.6340	1.86289	4350.3520	1.86289	4513.6510	1.86289	4590.1090	1.86289	4707.1370	1.86289	4799.5120	1.86289	4997.5130	1.86289	4823.8130	1.86289	4790.4850	1.86289	4668.2630	1.86289	4750.7820	1.86289	4760.1430	1.86289	4726.9460	1.86289	4720.8760	1.86289	4717.9310	1.86289	4897.5650	1.86289	4348.8380	1.86289	4502.4660	1.86289	4591.0240	1.86289	4718.9650	1.86289	4794.6930	
1.93741	5015.2990	1.93741	4815.3550	1.93741	4798.8560	1.93741	4677.0630	1.93741	4768.1690	1.93741	4754.4690	1.93741	4724.4340	1.93741	4741.1200	1.93741	4714.7930	1.93741	4900.0890	1.93741	4365.1370	1.93741	4506.1260	1.93741	4596.5640	1.93741	4708.2630	1.93741	4790.1030	1.93741	5006.7220	1.93741	4803.2050	1.93741	4802.9570	1.93741	4662.4330	1.93741	4759.0880	1.93741	4757.2050	1.93741	4716.0060	1.93741	4726.1690	1.93741	4730.6390	1.93741	4888.4510	1.93741	4337.9900	1.93741	4505.8400	1.93741	4586.1780	1.93741	4712.7570	1.93741	4798.0700	1.93741	5003.9800	1.93741	4813.4420	1.93741	4784.9540	1.93741	4668.4090	1.93741	4758.8080	1.93741	4766.7410	1.93741	4705.4170	1.93741	4716.8850	1.93741	4724.1360	1.93741	4902.5360	1.93741	4357.7050	1.93741	4511.8360	1.93741	4589.3850	1.93741	4722.1150	1.93741	4787.5230	
2.01192	5005.5470	2.01192	4828.4950	2.01192	4790.4640	2.01192	4660.0280	2.01192	4769.3580	2.01192	4770.2850	2.01192	4718.4710	2.01192	4736.1790	2.01192	4732.5670	2.01192	4893.5650	2.01192	4363.1140	2.01192	4507.1390	2.01192	4602.6380	2.01192	4721.7460	2.01192	4783.7820	2.01192	5006.5490	2.01192	4815.2570	2.01192	4785.7640	2.01192	4674.1100	2.01192	4746.7890	2.01192	4759.4190	2.01192	4713.6160	2.01192	4733.5650	2.01192	4719.1320	2.01192	4881.6740	2.01192	4352.5840	2.01192	4502.6030	2.01192	4600.7370	2.01192	4714.3880	2.01192	4795.9180	2.01192	4997.7990	2.01192	4806.1640	2.01192	4780.7960	2.01192	4669.8450	2.01192	4755.7090	2.01192	4761.2040	2.01192	4723.7520	2.01192	4712.7600	2.01192	4733.2940	2.01192	4875.9760	2.01192	4357.8000	2.01192	4498.3210	2.01192	4576.2960	2.01192	4712.7160	2.01192	4781.7170	
2.08644	5009.5170	2.08644	4817.6620	2.08644	4801.4550	2.08644	4668.4680	2.08644	4759.7910	2.08644	4773.6530	2.08644	4729.0210	2.08644	4734.6140	2.08644	4721.7370	2.08644	4894.3850	2.08644	4364.6130	2.08644	4504.3560	2.08644	4593.2530	2.08644	4719.6810	2.08644	4778.2480	2.08644	5010.1400	2.08644	4816.8180	2.08644	4785.5940	2.08644	4671.7380	2.08644	4756.1050	2.08644	4761.7050	2.08644	4716.0180	2.08644	4712.9570	2.08644	4725.8260	2.08644	4883.6710	2.08644	4348.4570	2.08644	4504.3710	2.08644	4592.1500	2.08644	4718.4940	2.08644	4795.0660	2.08644	5004.6090	2.08644	4816.1420	2.08644	4791.6170	2.08644	4661.3600	2.08644	4747.3370	2.08644	4759.9460	2.08644	4714.6230	2.08644	4730.3890	2.08644	4713.2670	2.08644	4877.6840	2.08644	4351.2940	2.08644	4504.5610	2.08644	4585.6090	2.08644	4712.0210	2.08644	4793.4860	
2.16095	5010.4530	2.16095	4820.6840	2.16095	4784.6230	2.16095	4681.5130	2.16095	4753.2230	2.16095	4759.8060	2.16095	4735.4220	2.16095	4733.7980	2.16095	4729.3310	2.16095	4899.5970	2.16095	4367.7180	2.16095	4506.0400	2.16095	4600.6830	2.16095	4725.1880	2.16095	4784.5070	2.16095	5009.3050	2.16095	4814.6400	2.16095	4784.5450	2.16095	4672.2950	2.16095	4731.7060	2.16095	4766.3660	2.16095	4716.0390	2.16095	4720.9830	2.16095	4713.7500	2.16095	4885.0660	2.16095	4354.1520	2.16095	4493.8210	2.16095	4582.5390	2.16095	4716.6710	2.16095	4790.0050	2.16095	4995.4830	2.16095	4808.9360	2.16095	4786.4170	2.16095	4677.6000	2.16095	4758.6830	2.16095	4753.0200	2.16095	4728.6060	2.16095	4698.6250	2.16095	4735.9650	2.16095	4890.3700	2.16095	4349.0710	2.16095	4492.9440	2.16095	4597.9290	2.16095	4716.1640	2.16095	4788.9260	
2.23547	5009.6180	2.23547	4812.1780	2.23547	4788.8580	2.23547	4673.6990	2.23547	4759.0880	2.23547	4753.9800	2.23547	4721.0340	2.23547	4734.2960	2.23547	4737.3860	2.23547	4893.7860	2.23547	4355.1920	2.23547	4506.5970	2.23547	4604.5540	2.23547	4724.1810	2.23547	4787.8150	2.23547	4996.0520	2.23547	4808.0440	2.23547	4788.7800	2.23547	4663.7300	2.23547	4750.8150	2.23547	4759.1120	2.23547	4719.9280	2.23547	4735.7140	2.23547	4723.4390	2.23547	4880.3210	2.23547	4353.4520	2.23547	4492.1900	2.23547	4582.6350	2.23547	4721.5760	2.23547	4785.7140	2.23547	4997.9660	2.23547	4800.9220	2.23547	4796.0610	2.23547	4667.1150	2.23547	4755.7920	2.23547	4760.4440	2.23547	4693.7110	2.23547	4721.5460	2.23547	4726.8330	2.23547	4878.6400	2.23547	4353.9430	2.23547	4500.0520	2.23547	4593.4230	2.23547	4709.6400	2.23547	4797.2110	
2.30998	5026.2120	2.30998	4824.7160	2.30998	4788.8040	2.30998	4660.7700	2.30998	4758.5870	2.30998	4766.0650	2.30998	4720.1310	2.30998	4725.0060	2.30998	4723.2300	2.30998	4898.4230	2.30998	4371.4080	2.30998	4499.6830	2.30998	4597.5000	2.30998	4712.9390	2.30998	4789.5550	2.30998	4991.2100	2.30998	4818.3650	2.30998	4783.5140	2.30998	4663.6550	2.30998	4751.1910	2.30998	4763.8450	2.30998	4717.0490	2.30998	4732.0660	2.30998	4727.8430	2.30998	4892.8770	2.30998	4352.1700	2.30998	4492.6820	2.30998	4592.2250	2.30998	4721.4480	2.30998	4781.3030	2.30998	5008.6650	2.30998	4812.7980	2.30998	4796.8510	2.30998	4659.0180	2.30998	4768.4100	2.30998	4759.1360	2.30998	4715.1030	2.30998	4718.1040	2.30998	4715.5020	2.30998	4894.5160	2.30998	4357.8270	2.30998	4499.9240	2.30998	4593.9860	2.30998	4706.3440	2.30998	4789.5100	
2.38450	5009.8390	2.38450	4824.9750	2.38450	4797.9680	2.38450	4665.5300	2.38450	4752.7940	2.38450	4763.3110	2.38450	4721.0340	2.38450	4732.1890	2.38450	4714.7750	2.38450	4893.3120	2.38450	4354.4800	2.38450	4504.3170	2.38450	4589.2330	2.38450	4723.2270	2.38450	4781.1030	2.38450	4998.0340	2.38450	4807.7200	2.38450	4799.4490	2.38450	4661.5210	2.38450	4749.3550	2.38450	4767.3610	2.38450	4713.1840	2.38450	4722.5000	2.38450	4713.8960	2.38450	4879.1320	2.38450	4358.0470	2.38450	4494.4520	2.38450	4582.2980	2.38450	4712.8350	2.38450	4784.2770	2.38450	4991.0220	2.38450	4809.0250	2.38450	4787.8030	2.38450	4676.1210	2.38450	4754.9220	2.38450	4770.8750	2.38450	4721.2120	2.38450	4729.1580	2.38450	4725.0960	2.38450	4896.6940	2.38450	4361.2900	2.38450	4499.1850	2.38450	4590.9670	2.38450	4700.8070	2.38450	4799.6220	
2.45901	5007.2370	2.45901	4812.6610	2.45901	4799.5900	2.45901	4662.4330	2.45901	4758.3340	2.45901	4769.0270	2.45901	4720.6610	2.45901	4727.7090	2.45901	4715.8600	2.45901	4897.3110	2.45901	4358.8340	2.45901	4500.5650	2.45901	4588.3450	2.45901	4724.5590	2.45901	4785.6000	2.45901	4994.8330	2.45901	4804.9720	2.45901	4793.0570	2.45901	4666.0180	2.45901	4757.6520	2.45901	4754.7130	2.45901	4719.7340	2.45901	4718.2560	2.45901	4724.1420	2.45901	4874.6940	2.45901	4354.0870	2.45901	4499.9030	2.45901	4585.9630	2.45901	4718.0410	2.45901	4797.5060	2.45901	5009.0250	2.45901	4822.9840	2.45901	4794.6240	2.45901	4672.7840	2.45901	4762.7930	2.45901	4759.3210	2.45901	4717.6150	2.45901	4723.6000	2.45901	4722.3270	2.45901	4877.9400	2.45901	4346.5610	2.45901	4492.5420	2.45901	4583.6690	2.45901	4718.8550	2.45901	4781.0200	
2.53353	5008.3820	2.53353	4818.5710	2.53353	4807.9430	2.53353	4665.7060	2.53353	4770.8990	2.53353	4770.6130	2.53353	4720.1510	2.53353	4732.0660	2.53353	4719.1830	2.53353	4893.3450	2.53353	4355.3200	2.53353	4506.9070	2.53353	4605.9490	2.53353	4720.5690	2.53353	4776.3850	2.53353	5012.9950	2.53353	4807.8330	2.53353	4785.2750	2.53353	4668.7660	2.53353	4752.6120	2.53353	4775.5930	2.53353	4718.7720	2.53353	4729.6910	2.53353	4721.9130	2.53353	4889.0710	2.53353	4355.3260	2.53353	4495.2870	2.53353	4589.5220	2.53353	4716.4620	2.53353	4794.3230	2.53353	5007.9200	2.53353	4794.9490	2.53353	4781.5590	2.53353	4669.0400	2.53353	4753.4380	2.53353	4764.6820	2.53353	4714.8410	2.53353	4725.8260	2.53353	4708.3440	2.53353	4885.3900	2.53353	4358.2920	2.53353	4500.4100	2.53353	4590.8960	2.53353	4704.6840	2.53353	4795.4380	
2.60805	5018.2850	2.60805	4825.0020	2.60805	4793.0540	2.60805	4671.9430	2.60805	4755.5800	2.60805	4755.3330	2.60805	4730.9850	2.60805	4737.0520	2.60805	4719.1110	2.60805	4892.1820	2.60805	4374.8380	2.60805	4498.8810	2.60805	4596.2330	2.60805	4713.9880	2.60805	4770.5560	2.60805	5002.0100	2.60805	4808.1190	2.60805	4792.7680	2.60805	4663.9350	2.60805	4753.2320	2.60805	4768.1450	2.60805	4716.9270	2.60805	4733.0290	2.60805	4719.1890	2.60805	4877.9930	2.60805	4362.7800	2.60805	4490.4020	2.60805	4597.3870	2.60805	4733.5650	2.60805	4792.2550	2.60805	5013.8680	2.60805	4811.8290	2.60805	4777.8960	2.60805	4664.7430	2.60805	4756.5010	2.60805	4762.6640	2.60805	4716.4530	2.60805	4729.1580	2.60805	4722.3600	2.60805	4892.6800	2.60805	4360.0920	2.60805	4507.2350	2.60805	4589.8050	2.60805	4696.2440	2.60805	4791.1410	
2.68256	5014.8190	2.68256	4814.6930	2.68256	4788.3090	2.68256	4666.5310	2.68256	4752.4570	2.68256	4769.9570	2.68256	4729.6760	2.68256	4726.7380	2.68256	4725.1760	2.68256	4890.5040	2.68256	4372.5250	2.68256	4488.7450	2.68256	4591.2330	2.68256	4724.7020	2.68256	4780.7250	2.68256	5009.7550	2.68256	4811.9930	2.68256	4771.0360	2.68256	4659.9390	2.68256	4750.7080	2.68256	4769.4830	2.68256	4707.2050	2.68256	4731.9290	2.68256	4723.4740	2.68256	4886.6750	2.68256	4357.0580	2.68256	4491.2430	2.68256	4581.1300	2.68256	4706.9790	2.68256	4788.1040	2.68256	5012.6400	2.68256	4808.3280	2.68256	4786.4440	2.68256	4654.6760	2.68256	4744.3810	2.68256	4767.6240	2.68256	4711.7020	2.68256	4709.6760	2.68256	4721.7220	2.68256	4885.8610	2.68256	4351.0410	2.68256	4490.5930	2.68256	4590.9790	2.68256	4708.9870	2.68256	4785.0790	
2.75708	5011.1230	2.75708	4821.6790	2.75708	4797.8490	2.75708	4669.4870	2.75708	4755.5860	2.75708	4774.6180	2.75708	4716.2710	2.75708	4727.5930	2.75708	4728.3860	2.75708	4889.0710	2.75708	4367.3840	2.75708	4502.9730	2.75708	4599.4640	2.75708	4712.1790	2.75708	4783.1770	2.75708	5009.9760	2.75708	4801.7230	2.75708	4779.8870	2.75708	4666.0660	2.75708	4754.9610	2.75708	4778.3140	2.75708	4712.5850	2.75708	4728.8420	2.75708	4718.9380	2.75708	4880.6880	2.75708	4363.2300	2.75708	4496.0950	2.75708	4593.5150	2.75708	4717.8330	2.75708	4793.5310	2.75708	5003.9230	2.75708	4809.0160	2.75708	4791.8290	2.75708	4662.9040	2.75708	4754.2270	2.75708	4762.8430	2.75708	4727.4080	2.75708	4728.3590	2.75708	4712.0390	2.75708	4882.1390	2.75708	4351.9380	2.75708	4505.2590	2.75708	4601.6630	2.75708	4708.7340	2.75708	4789.3940	
2.83159	5012.2860	2.83159	4815.2150	2.83159	4794.4960	2.83159	4672.3630	2.83159	4758.8880	2.83159	4762.4290	2.83159	4719.6120	2.83159	4731.6970	2.83159	4725.6080	2.83159	4900.6460	2.83159	4372.7040	2.83159	4501.1160	2.83159	4588.8040	2.83159	4713.3360	2.83159	4780.3610	2.83159	5007.9080	2.83159	4802.7310	2.83159	4799.2740	2.83159	4662.8000	2.83159	4750.3800	2.83159	4772.2820	2.83159	4717.0550	2.83159	4724.1240	2.83159	4719.6980	2.83159	4893.5980	2.83159	4348.3230	2.83159	4503.6550	2.83159	4591.4290	2.83159	4706.8920	2.83159	4779.4190	2.83159	5016.8310	2.83159	4816.1420	2.83159	4780.5310	2.83159	4661.0500	2.83159	4738.4620	2.83159	4764.3150	2.83159	4717.8060	2.83159	4724.1150	2.83159	4718.9350	2.83159	4892.0720	2.83159	4356.1490	2.83159	4491.9130	2.83159	4609.2900	2.83159	4699.2870	2.83159	4784.7420	
2.90611	5014.2410	2.90611	4809.7670	2.90611	4787.1080	2.90611	4668.3040	2.90611	4759.5500	2.90611	4765.4240	2.90611	4719.3020	2.90611	4728.0190	2.90611	4738.3010	2.90611	4890.8260	2.90611	4374.4330	2.90611	4496.3180	2.90611	4582.1250	2.90611	4705.4380	2.90611	4778.0750	2.90611	5011.9370	2.90611	4807.3920	2.90611	4786.7690	2.90611	4665.3810	2.90611	4739.9640	2.90611	4762.9420	2.90611	4721.0130	2.90611	4720.0350	2.90611	4721.8170	2.90611	4895.1540	2.90611	4351.7770	2.90611	4491.9010	2.90611	4585.7880	2.90611	4707.8220	2.90611	4793.0990	2.90611	5004.6470	2.90611	4809.0670	2.90611	4784.7420	2.90611	4663.3480	2.90611	4755.1930	2.90611	4763.6390	2.90611	4724.4490	2.90611	4734.8470	2.90611	4719.2250	2.90611	4880.8750	2.90611	4362.3330	2.90611	4501.2270	2.90611	4605.7640	2.90611	4708.8090	2.90611	4790.8630	
2.98062	5015.6800	2.98062	4817.8610	2.98062	4796.6570	2.98062	4658.9460	2.98062	4760.4710	2.98062	4767.2510	2.98062	4721.7250	2.98062	4730.4630	2.98062	4724.1540	2.98062	4908.9040	2.98062	4358.4290	2.98062	4500.0310	2.98062	4586.1960	2.98062	4714.3700	2.98062	4793.3460	2.98062	5010.4110	2.98062	4808.3960	2.98062	4784.1370	2.98062	4657.7870	2.98062	4768.5740	2.98062	4771.6950	2.98062	4718.6730	2.98062	4727.3580	2.98062	4717.8890	2.98062	4888.0280	2.98062	4353.9640	2.98062	4491.4340	2.98062	4592.1390	2.98062	4698.9890	2.98062	4790.6880	2.98062	5009.9310	2.98062	4801.3510	2.98062	4790.0140	2.98062	4655.4030	2.98062	4752.9940	2.98062	4758.9870	2.98062	4713.0670	2.98062	4732.2840	2.98062	4714.9600	2.98062	4875.8540	2.98062	4359.7640	2.98062	4500.5890	2.98062	4588.6400	2.98062	4708.1860	2.98062	4791.3160	
3.05514	4996.5440	3.05514	4825.4790	3.05514	4800.9130	3.05514	4669.3950	3.05514	4746.7590	3.05514	4774.6900	3.05514	4718.7720	3.05514	4718.5060	3.05514	4728.6930	3.05514	4885.5330	3.05514	4360.6340	3.05514	4495.2840	3.05514	4606.1990	3.05514	4726.4520	3.05514	4790.3270	3.05514	5000.6720	3.05514	4822.0040	3.05514	4787.2690	3.05514	4675.4720	3.05514	4747.5550	3.05514	4759.8060	3.05514	4718.5480	3.05514	4721.2390	3.05514	4710.8290	3.05514	4879.0430	3.05514	4350.1440	3.05514	4497.6410	3.05514	4589.2660	3.05514	4714.2390	3.05514	4782.7240	3.05514	5015.9600	3.05514	4818.7790	3.05514	4792.8840	3.05514	4662.4660	3.05514	4747.7870	3.05514	4759.3860	3.05514	4720.2290	3.05514	4715.3200	3.05514	4724.1570	3.05514	4883.4890	3.05514	4371.1870	3.05514	4495.2990	3.05514	4594.2750	3.05514	4696.0060	3.05514	4784.1010	
3.12966	5007.6100	3.12966	4809.9280	3.12966	4802.5130	3.12966	4676.6040	3.12966	4767.2720	3.12966	4761.2700	3.12966	4722.4160	3.12966	4734.1700	3.12966	4703.0840	3.12966	4883.2270	3.12966	4368.2780	3.12966	4507.8720	3.12966	4605.3140	3.12966	4713.7080	3.12966	4778.9960	3.12966	5010.9650	3.12966	4799.3900	3.12966	4777.4670	3.12966	4660.3770	3.12966	4760.9030	3.12966	4781.0200	3.12966	4711.0260	3.12966	4729.2530	3.12966	4712.1170	3.12966	4877.7010	3.12966	4355.7880	3.12966	4487.4100	3.12966	4596.6030	3.12966	4716.0420	3.12966	4783.0130	3.12966	5005.9680	3.12966	4801.7080	3.12966	4786.2200	3.12966	4664.7100	3.12966	4758.3850	3.12966	4769.1400	3.12966	4718.6700	3.12966	4727.0390	3.12966	4716.3460	3.12966	4885.1970	3.12966	4360.5180	3.12966	4492.9330	3.12966	4581.1890	3.12966	4697.5550	3.12966	4785.2720	
3.20417	5013.0250	3.20417	4810.5570	3.20417	4794.8930	3.20417	4662.1290	3.20417	4764.0060	3.20417	4766.0110	3.20417	4732.2510	3.20417	4726.3590	3.20417	4719.9610	3.20417	4880.2520	3.20417	4373.3360	3.20417	4497.5280	3.20417	4597.7030	3.20417	4728.4310	3.20417	4796.9850	3.20417	5005.2730	3.20417	4805.8240	3.20417	4791.0420	3.20417	4658.5290	3.20417	4753.2050	3.20417	4758.9990	3.20417	4725.1400	3.20417	4723.0780	3.20417	4713.4580	3.20417	4889.6520	3.20417	4353.8690	3.20417	4503.2470	3.20417	4590.9290	3.20417	4715.3500	3.20417	4787.3970	3.20417	4997.5190	3.20417	4805.1270	3.20417	4784.6230	3.20417	4660.3260	3.20417	4742.2530	3.20417	4764.3150	3.20417	4705.8910	3.20417	4723.6920	3.20417	4725.6020	3.20417	4878.3090	3.20417	4351.3720	3.20417	4492.1040	3.20417	4598.1590	3.20417	4692.1160	3.20417	4783.7080	
3.27869	5021.0090	3.27869	4807.6570	3.27869	4777.9830	3.27869	4666.5760	3.27869	4758.5850	3.27869	4778.4600	3.27869	4712.5880	3.27869	4739.4100	3.27869	4726.9550	3.27869	4895.9050	3.27869	4375.9670	3.27869	4498.1090	3.27869	4600.1370	3.27869	4719.0160	3.27869	4786.7270	3.27869	4999.3220	3.27869	4800.6120	3.27869	4783.2730	3.27869	4653.7040	3.27869	4748.6280	3.27869	4769.7160	3.27869	4718.7030	3.27869	4727.8970	3.27869	4719.6890	3.27869	4886.0520	3.27869	4355.8300	3.27869	4492.5330	3.27869	4597.6910	3.27869	4702.9670	3.27869	4791.8590	3.27869	5003.0590	3.27869	4810.6250	3.27869	4792.3030	3.27869	4660.7080	3.27869	4751.3570	3.27869	4766.9140	3.27869	4710.0900	3.27869	4723.9870	3.27869	4710.2990	3.27869	4867.7860	3.27869	4363.6140	3.27869	4491.3950	3.27869	4587.1320	3.27869	4709.2530	3.27869	4797.6340	
3.35320	5018.1540	3.35320	4811.2390	3.35320	4795.5720	3.35320	4670.6800	3.35320	4757.7680	3.35320	4758.5960	3.35320	4715.1000	3.35320	4730.5080	3.35320	4719.4780	3.35320	4897.9700	3.35320	4365.8940	3.35320	4496.9290	3.35320	4591.7990	3.35320	4705.6620	3.35320	4784.3490	3.35320	5006.4000	3.35320	4810.2890	3.35320	4787.3110	3.35320	4659.9000	3.35320	4752.4390	3.35320	4763.0400	3.35320	4713.2370	3.35320	4731.5030	3.35320	4715.3470	3.35320	4888.1800	3.35320	4365.9840	3.35320	4494.9590	3.35320	4604.7540	3.35320	4700.5560	3.35320	4792.2460	3.35320	4996.2880	3.35320	4815.8500	3.35320	4779.9920	3.35320	4661.5510	3.35320	4741.3620	3.35320	4763.1770	3.35320	4712.8800	3.35320	4721.9310	3.35320	4714.7360	3.35320	4887.9740	3.35320	4358.8910	3.35320	4486.0930	3.35320	4589.2890	3.35320	4715.5440	3.35320	4786.2890	
3.42772	5029.1660	3.42772	4819.1460	3.42772	4798.2780	3.42772	4669.0490	3.42772	4739.1120	3.42772	4776.3880	3.42772	4710.7130	3.42772	4729.5510	3.42772	4720.5180	3.42772	4897.6420	3.42772	4359.4120	3.42772	4495.1500	3.42772	4591.0690	3.42772	4711.9110	3.42772	4787.9010	3.42772	5002.9430	3.42772	4809.8030	3.42772	4780.8260	3.42772	4653.3610	3.42772	4755.0050	3.42772	4762.0090	3.42772	4715.4750	3.42772	4733.3120	3.42772	4712.5100	3.42772	4880.5090	3.42772	4351.6460	3.42772	4487.5380	3.42772	4594.7880	3.42772	4707.9830	3.42772	4796.4690	3.42772	5003.7180	3.42772	4812.8130	3.42772	4796.5170	3.42772	4651.9580	3.42772	4757.6370	3.42772	4766.6430	3.42772	4706.8740	3.42772	4721.8770	3.42772	4712.4770	3.42772	4870.9030	3.42772	4360.7440	3.42772	4488.6800	3.42772	4587.5130	3.42772	4699.2090	3.42772	4789.6560	
