0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	
28.24141	4499.6740	28.24141	4328.5670	28.24141	4314.4520	28.24141	4191.7200	28.24141	4284.2690	28.24141	4292.7740	28.24141	4231.8850	28.24141	4246.3780	28.24141	4236.9690	28.24141	4362.0350	28.24141	3879.2400	28.24141	3987.6700	28.24141	4061.7140	28.24141	4176.8190	28.24141	4237.3210	28.24141	4504.8360	28.24141	4325.7150	28.24141	4303.8700	28.24141	4199.9580	28.24141	4282.4660	28.24141	4303.4320	28.24141	4233.9590	28.24141	4240.7570	28.24141	4233.8730	28.24141	4370.8120	28.24141	3882.2980	28.24141	3996.0270	28.24141	4066.4940	28.24141	4164.6450	28.24141	4246.3090	28.24141	4515.1440	28.24141	4331.0140	28.24141	4319.3070	28.24141	4181.8260	28.24141	4293.7490	28.24141	4294.5150	28.24141	4250.0620	28.24141	4238.6080	28.24141	4228.5680	28.24141	4377.2250	28.24141	3880.7360	28.24141	3991.3800	28.24141	4068.2350	28.24141	4168.7610	28.24141	4241.9610	
28.31593	4496.4670	28.31593	4323.1490	28.31593	4309.8180	28.31593	4192.8890	28.31593	4281.5450	28.31593	4288.8910	28.31593	4245.0460	28.31593	4235.7680	28.31593	4236.6680	28.31593	4371.5180	28.31593	3874.7970	28.31593	3992.0900	28.31593	4060.9930	28.31593	4171.0350	28.31593	4229.1760	28.31593	4506.5940	28.31593	4320.3470	28.31593	4309.1390	28.31593	4196.8140	28.31593	4285.1540	28.31593	4295.5070	28.31593	4242.2350	28.31593	4245.0400	28.31593	4231.8310	28.31593	4369.3540	28.31593	3890.1840	28.31593	3992.2210	28.31593	4069.2090	28.31593	4176.5480	28.31593	4246.3780	28.31593	4514.4890	28.31593	4326.2930	28.31593	4322.0490	28.31593	4207.6680	28.31593	4290.4320	28.31593	4297.2620	28.31593	4235.7120	28.31593	4254.3800	28.31593	4230.9700	28.31593	4362.2400	28.31593	3874.7670	28.31593	3996.6880	28.31593	4059.3530	28.31593	4172.1820	28.31593	4242.2890	
28.39044	4509.5380	28.39044	4320.5800	28.39044	4303.8610	28.39044	4204.6550	28.39044	4291.4720	28.39044	4283.8990	28.39044	4242.2890	28.39044	4241.5020	28.39044	4240.0720	28.39044	4360.9080	28.39044	3881.9520	28.39044	3995.9280	28.39044	4066.6910	28.39044	4167.7830	28.39044	4233.6700	28.39044	4521.9240	28.39044	4329.6930	28.39044	4307.8120	28.39044	4195.0170	28.39044	4281.0140	28.39044	4296.9610	28.39044	4245.3260	28.39044	4239.7170	28.39044	4241.8150	28.39044	4364.0350	28.39044	3880.5510	28.39044	3985.1750	28.39044	4077.5000	28.39044	4178.2980	28.39044	4255.5750	28.39044	4502.3320	28.39044	4332.7510	28.39044	4320.3500	28.39044	4200.0320	28.39044	4282.6770	28.39044	4309.0760	28.39044	4251.0150	28.39044	4262.9090	28.39044	4233.5210	28.39044	4357.2010	28.39044	3877.2430	28.39044	4002.0880	28.39044	4066.0380	28.39044	4176.0270	28.39044	4256.0430	
28.46496	4492.5240	28.46496	4321.3280	28.46496	4313.2930	28.46496	4188.3440	28.46496	4280.4300	28.46496	4298.2940	28.46496	4236.9840	28.46496	4231.6560	28.46496	4235.8910	28.46496	4369.3780	28.46496	3874.6800	28.46496	4004.6160	28.46496	4057.9110	28.46496	4168.3670	28.46496	4235.4080	28.46496	4508.4210	28.46496	4318.4790	28.46496	4314.1370	28.46496	4212.7340	28.46496	4286.4830	28.46496	4300.2190	28.46496	4234.3710	28.46496	4250.7470	28.46496	4242.5250	28.46496	4366.7760	28.46496	3884.7890	28.46496	3987.6490	28.46496	4072.1740	28.46496	4161.1400	28.46496	4246.8460	28.46496	4508.4600	28.46496	4321.0150	28.46496	4315.2390	28.46496	4202.8280	28.46496	4285.0430	28.46496	4298.2400	28.46496	4257.4550	28.46496	4259.2670	28.46496	4237.2260	28.46496	4370.1830	28.46496	3882.1460	28.46496	3988.3790	28.46496	4069.0240	28.46496	4174.4800	28.46496	4246.6310	
28.53947	4505.0290	28.53947	4320.7260	28.53947	4311.8660	28.53947	4194.6950	28.53947	4279.7210	28.53947	4291.7490	28.53947	4231.7150	28.53947	4240.1850	28.53947	4225.6410	28.53947	4367.5240	28.53947	3881.3830	28.53947	3992.6050	28.53947	4072.4190	28.53947	4167.9860	28.53947	4238.7130	28.53947	4510.0180	28.53947	4335.4450	28.53947	4310.7210	28.53947	4202.3240	28.53947	4286.2450	28.53947	4291.3790	28.53947	4251.3280	28.53947	4254.4600	28.53947	4237.9050	28.53947	4375.9790	28.53947	3887.0540	28.53947	4006.2810	28.53947	4061.0670	28.53947	4170.0330	28.53947	4245.6810	28.53947	4505.7770	28.53947	4336.3270	28.53947	4316.0320	28.53947	4200.4440	28.53947	4292.8160	28.53947	4306.0450	28.53947	4238.4060	28.53947	4255.0360	28.53947	4239.0470	28.53947	4374.2750	28.53947	3887.0010	28.53947	3982.8210	28.53947	4075.0650	28.53947	4165.7180	28.53947	4244.8760	
28.61399	4511.2100	28.61399	4326.5040	28.61399	4322.2310	28.61399	4192.4510	28.61399	4284.4830	28.61399	4290.3810	28.61399	4235.3000	28.61399	4246.8760	28.61399	4220.7540	28.61399	4361.6060	28.61399	3893.4380	28.61399	3991.2220	28.61399	4062.9740	28.61399	4166.1800	28.61399	4241.1800	28.61399	4517.7190	28.61399	4322.9310	28.61399	4326.9250	28.61399	4198.7750	28.61399	4284.4210	28.61399	4296.1690	28.61399	4233.6910	28.61399	4253.0890	28.61399	4226.0470	28.61399	4365.9060	28.61399	3879.1980	28.61399	3991.5110	28.61399	4069.7310	28.61399	4170.2720	28.61399	4240.2090	28.61399	4508.6320	28.61399	4319.5780	28.61399	4320.6240	28.61399	4191.5060	28.61399	4286.3190	28.61399	4305.4250	28.61399	4246.3930	28.61399	4252.3440	28.61399	4237.5150	28.61399	4367.2530	28.61399	3882.8520	28.61399	3986.7460	28.61399	4066.9860	28.61399	4166.2810	28.61399	4261.5150	
28.68851	4508.2180	28.68851	4320.0430	28.68851	4310.5660	28.68851	4201.0930	28.68851	4272.8100	28.68851	4276.6390	28.68851	4236.5850	28.68851	4243.8330	28.68851	4228.3480	28.68851	4353.9610	28.68851	3881.3590	28.68851	3985.1490	28.68851	4061.5350	28.68851	4158.3870	28.68851	4239.1630	28.68851	4510.7570	28.68851	4318.5500	28.68851	4311.5470	28.68851	4190.6800	28.68851	4284.4800	28.68851	4304.0340	28.68851	4241.7440	28.68851	4255.7900	28.68851	4231.8140	28.68851	4366.8870	28.68851	3881.4900	28.68851	3999.8200	28.68851	4068.2440	28.68851	4170.2060	28.68851	4244.2560	28.68851	4503.2710	28.68851	4323.3570	28.68851	4320.1950	28.68851	4200.6140	28.68851	4290.9120	28.68851	4296.4850	28.68851	4246.2680	28.68851	4247.5880	28.68851	4233.2830	28.68851	4366.8660	28.68851	3885.1230	28.68851	3994.8400	28.68851	4064.1160	28.68851	4166.7100	28.68851	4247.1560	
28.76302	4497.4890	28.76302	4327.4400	28.76302	4306.9720	28.76302	4190.7910	28.76302	4286.4890	28.76302	4287.3500	28.76302	4237.5710	28.76302	4242.5510	28.76302	4225.4330	28.76302	4368.4450	28.76302	3882.4560	28.76302	3986.6600	28.76302	4071.3190	28.76302	4159.5490	28.76302	4234.4720	28.76302	4495.2630	28.76302	4332.1370	28.76302	4325.0770	28.76302	4198.5930	28.76302	4274.4220	28.76302	4293.7760	28.76302	4234.7580	28.76302	4244.8610	28.76302	4229.1580	28.76302	4365.8290	28.76302	3883.9220	28.76302	3992.0690	28.76302	4063.1470	28.76302	4166.2720	28.76302	4254.8540	28.76302	4494.9140	28.76302	4325.7030	28.76302	4319.7360	28.76302	4171.3060	28.76302	4297.6920	28.76302	4293.4750	28.76302	4242.4500	28.76302	4256.9820	28.76302	4238.9720	28.76302	4382.5540	28.76302	3870.9550	28.76302	3985.7090	28.76302	4062.3690	28.76302	4167.8880	28.76302	4247.5820	
28.83754	4503.6910	28.83754	4319.4090	28.83754	4310.8820	28.83754	4187.0890	28.83754	4283.2400	28.83754	4285.0050	28.83754	4232.7140	28.83754	4248.4340	28.83754	4236.4480	28.83754	4359.8120	28.83754	3876.8620	28.83754	3983.0800	28.83754	4068.3900	28.83754	4164.0520	28.83754	4247.3050	28.83754	4519.3820	28.83754	4326.8380	28.83754	4302.3710	28.83754	4189.5270	28.83754	4284.7100	28.83754	4311.3140	28.83754	4233.4140	28.83754	4244.8130	28.83754	4234.6920	28.83754	4363.6470	28.83754	3875.4310	28.83754	3982.8450	28.83754	4064.5720	28.83754	4174.2060	28.83754	4251.2600	28.83754	4505.1460	28.83754	4335.3260	28.83754	4315.7670	28.83754	4188.2310	28.83754	4286.9570	28.83754	4294.6160	28.83754	4236.3140	28.83754	4252.6690	28.83754	4232.8060	28.83754	4372.2390	28.83754	3882.5840	28.83754	3988.5430	28.83754	4070.0970	28.83754	4179.4690	28.83754	4246.2590	
28.91205	4510.4950	28.91205	4321.8170	28.91205	4307.5290	28.91205	4199.8620	28.91205	4276.1800	28.91205	4291.7130	28.91205	4229.7300	28.91205	4232.5350	28.91205	4219.3650	28.91205	4357.8120	28.91205	3888.1090	28.91205	3990.9840	28.91205	4058.5850	28.91205	4170.2480	28.91205	4246.1430	28.91205	4499.9420	28.91205	4329.0080	28.91205	4313.5790	28.91205	4187.4680	28.91205	4286.0390	28.91205	4290.1840	28.91205	4247.9930	28.91205	4255.0060	28.91205	4242.2740	28.91205	4373.2550	28.91205	3878.0300	28.91205	3990.5910	28.91205	4074.8780	28.91205	4169.3000	28.91205	4243.9790	28.91205	4503.2440	28.91205	4329.4640	28.91205	4311.2700	28.91205	4197.5170	28.91205	4287.5530	28.91205	4296.1000	28.91205	4251.9510	28.91205	4251.9810	28.91205	4225.0750	28.91205	4370.3320	28.91205	3880.6200	28.91205	4003.9600	28.91205	4077.2290	28.91205	4172.0390	28.91205	4251.0480	
28.98657	4490.5630	28.98657	4329.6580	28.98657	4312.9680	28.98657	4187.0530	28.98657	4282.0960	28.98657	4298.1390	28.98657	4228.8390	28.98657	4244.7780	28.98657	4228.2940	28.98657	4363.1290	28.98657	3871.1940	28.98657	3987.7440	28.98657	4044.9800	28.98657	4164.1770	28.98657	4232.8030	28.98657	4501.6050	28.98657	4319.5370	28.98657	4315.3880	28.98657	4196.1550	28.98657	4300.4480	28.98657	4296.5950	28.98657	4241.7530	28.98657	4259.1240	28.98657	4219.0340	28.98657	4363.1790	28.98657	3871.1880	28.98657	3992.6980	28.98657	4069.8740	28.98657	4165.3010	28.98657	4252.1770	28.98657	4507.8580	28.98657	4334.6430	28.98657	4312.6340	28.98657	4194.8800	28.98657	4290.3180	28.98657	4293.4860	28.98657	4240.0900	28.98657	4244.6290	28.98657	4234.0820	28.98657	4364.8090	28.98657	3874.0610	28.98657	3990.7130	28.98657	4071.0330	28.98657	4163.6440	28.98657	4255.2860	
29.06108	4505.1430	29.06108	4312.3280	29.06108	4306.1410	29.06108	4183.9540	29.06108	4272.8300	29.06108	4288.2500	29.06108	4233.6400	29.06108	4250.9560	29.06108	4229.3040	29.06108	4360.7410	29.06108	3880.9690	29.06108	3988.7100	29.06108	4068.8190	29.06108	4180.1660	29.06108	4228.9880	29.06108	4510.6350	29.06108	4327.1690	29.06108	4319.3940	29.06108	4198.0740	29.06108	4287.3830	29.06108	4291.9990	29.06108	4246.9830	29.06108	4246.5630	29.06108	4231.6200	29.06108	4375.0970	29.06108	3876.2060	29.06108	3990.8800	29.06108	4060.0150	29.06108	4173.8660	29.06108	4252.2610	29.06108	4496.9830	29.06108	4326.3730	29.06108	4323.4560	29.06108	4191.7530	29.06108	4285.0910	29.06108	4289.6240	29.06108	4240.5100	29.06108	4248.8570	29.06108	4240.1430	29.06108	4378.3400	29.06108	3873.8550	29.06108	3998.3570	29.06108	4075.4970	29.06108	4162.1450	29.06108	4260.0150	
29.13560	4497.1640	29.13560	4316.8510	29.13560	4317.7250	29.13560	4192.9270	29.13560	4281.3480	29.13560	4291.5820	29.13560	4233.8730	29.13560	4235.6820	29.13560	4220.7600	29.13560	4365.4230	29.13560	3883.5730	29.13560	3985.3270	29.13560	4063.9310	29.13560	4161.2060	29.13560	4243.2550	29.13560	4507.8900	29.13560	4316.0590	29.13560	4325.3810	29.13560	4196.5600	29.13560	4288.3280	29.13560	4287.1920	29.13560	4235.4490	29.13560	4239.5110	29.13560	4220.2140	29.13560	4378.4800	29.13560	3869.3760	29.13560	3986.1200	29.13560	4062.3340	29.13560	4165.9620	29.13560	4247.4300	29.13560	4505.4380	29.13560	4322.3950	29.13560	4328.0900	29.13560	4189.9440	29.13560	4286.7240	29.13560	4305.9830	29.13560	4241.2460	29.13560	4256.8800	29.13560	4229.1550	29.13560	4384.5210	29.13560	3873.2770	29.13560	3988.2000	29.13560	4072.4040	29.13560	4164.2840	29.13560	4253.6380	
29.21012	4514.3070	29.21012	4320.3710	29.21012	4326.0190	29.21012	4198.6790	29.21012	4276.0280	29.21012	4283.7410	29.21012	4247.4990	29.21012	4248.5620	29.21012	4233.2470	29.21012	4356.2590	29.21012	3882.3540	29.21012	3984.3530	29.21012	4063.8450	29.21012	4161.8140	29.21012	4248.6610	29.21012	4502.5500	29.21012	4324.8330	29.21012	4316.4040	29.21012	4184.2700	29.21012	4281.3570	29.21012	4284.1520	29.21012	4237.5680	29.21012	4250.4820	29.21012	4240.3700	29.21012	4363.6980	29.21012	3875.3030	29.21012	3990.5610	29.21012	4069.8890	29.21012	4165.1100	29.21012	4251.4800	29.21012	4515.6990	29.21012	4332.5720	29.21012	4316.4280	29.21012	4191.7560	29.21012	4286.7840	29.21012	4297.6920	29.21012	4228.3030	29.21012	4252.9200	29.21012	4237.3390	29.21012	4366.7940	29.21012	3872.4900	29.21012	3995.3380	29.21012	4071.3160	29.21012	4168.6270	29.21012	4248.3330	
29.28463	4498.1210	29.28463	4318.3180	29.28463	4324.1860	29.28463	4194.0540	29.28463	4290.4500	29.28463	4293.2030	29.28463	4233.7360	29.28463	4241.0970	29.28463	4230.3440	29.28463	4368.7970	29.28463	3875.4370	29.28463	3984.5560	29.28463	4062.8550	29.28463	4158.4280	29.28463	4241.3620	29.28463	4513.2070	29.28463	4325.6970	29.28463	4319.5870	29.28463	4184.2010	29.28463	4288.8670	29.28463	4295.4240	29.28463	4230.0190	29.28463	4249.3940	29.28463	4222.7600	29.28463	4365.7720	29.28463	3872.3650	29.28463	3992.9750	29.28463	4064.8250	29.28463	4165.8100	29.28463	4239.3800	29.28463	4501.4980	29.28463	4334.6020	29.28463	4326.8740	29.28463	4194.0960	29.28463	4281.6790	29.28463	4291.0040	29.28463	4234.9960	29.28463	4251.9420	29.28463	4227.1730	29.28463	4372.8290	29.28463	3878.6290	29.28463	3993.7380	29.28463	4072.5530	29.28463	4169.1510	29.28463	4259.1900	
29.35915	4499.4030	29.35915	4313.3680	29.35915	4301.4970	29.35915	4194.3790	29.35915	4280.3820	29.35915	4292.6460	29.35915	4232.3110	29.35915	4245.7400	29.35915	4235.3420	29.35915	4360.2560	29.35915	3878.0390	29.35915	3988.0720	29.35915	4063.4660	29.35915	4171.6040	29.35915	4243.7370	29.35915	4505.7950	29.35915	4329.8690	29.35915	4316.2850	29.35915	4194.5130	29.35915	4288.6410	29.35915	4294.3890	29.35915	4235.9650	29.35915	4240.4500	29.35915	4233.8430	29.35915	4374.0960	29.35915	3883.2810	29.35915	3997.9220	29.35915	4060.0780	29.35915	4169.5680	29.35915	4262.4000	29.35915	4504.1410	29.35915	4327.1690	29.35915	4327.2790	29.35915	4185.1700	29.35915	4283.6820	29.35915	4288.8790	29.35915	4241.3710	29.35915	4241.3180	29.35915	4223.5400	29.35915	4377.1980	29.35915	3876.2960	29.35915	3995.5170	29.35915	4055.0050	29.35915	4173.0110	29.35915	4254.9280	
29.43366	4494.2320	29.43366	4318.5000	29.43366	4311.5620	29.43366	4188.3890	29.43366	4278.9940	29.43366	4283.5530	29.43366	4228.7890	29.43366	4247.5280	29.43366	4228.0820	29.43366	4370.2840	29.43366	3876.1410	29.43366	3985.1730	29.43366	4057.2400	29.43366	4161.4380	29.43366	4234.9070	29.43366	4518.8930	29.43366	4322.2930	29.43366	4325.1900	29.43366	4194.5820	29.43366	4282.1320	29.43366	4285.6720	29.43366	4227.3130	29.43366	4247.0070	29.43366	4234.5400	29.43366	4362.9350	29.43366	3864.8520	29.43366	3996.6790	29.43366	4064.6110	29.43366	4164.8980	29.43366	4248.5270	29.43366	4512.6260	29.43366	4320.6100	29.43366	4319.0840	29.43366	4192.1470	29.43366	4297.4830	29.43366	4291.5580	29.43366	4242.2240	29.43366	4247.8920	29.43366	4229.1610	29.43366	4375.7890	29.43366	3875.6850	29.43366	3998.0680	29.43366	4064.8280	29.43366	4167.0500	29.43366	4263.3710	
29.50818	4503.4440	29.50818	4325.4580	29.50818	4317.2330	29.50818	4188.8890	29.50818	4273.9600	29.50818	4279.9410	29.50818	4225.0660	29.50818	4237.3000	29.50818	4230.7320	29.50818	4363.9300	29.50818	3878.0300	29.50818	3986.4990	29.50818	4064.3480	29.50818	4166.6980	29.50818	4244.6490	29.50818	4510.3070	29.50818	4331.7620	29.50818	4315.9100	29.50818	4181.4570	29.50818	4298.1710	29.50818	4290.1520	29.50818	4246.5750	29.50818	4252.0520	29.50818	4234.3940	29.50818	4379.9250	29.50818	3876.5100	29.50818	3991.1450	29.50818	4059.2190	29.50818	4173.9640	29.50818	4255.5690	29.50818	4499.1400	29.50818	4336.3810	29.50818	4314.3540	29.50818	4194.9000	29.50818	4289.2520	29.50818	4300.1260	29.50818	4241.8510	29.50818	4245.0340	29.50818	4232.7700	29.50818	4374.9840	29.50818	3871.7240	29.50818	3986.4900	29.50818	4061.8750	29.50818	4178.2350	29.50818	4249.9510	
29.58269	4507.4790	29.58269	4315.7190	29.58269	4312.3280	29.58269	4185.7300	29.58269	4282.3730	29.58269	4284.4330	29.58269	4228.1150	29.58269	4248.7440	29.58269	4225.5970	29.58269	4361.9300	29.58269	3888.7740	29.58269	3989.3120	29.58269	4065.5550	29.58269	4175.8210	29.58269	4241.0170	29.58269	4494.2380	29.58269	4320.5260	29.58269	4329.2220	29.58269	4191.5710	29.58269	4288.0860	29.58269	4295.9330	29.58269	4231.7390	29.58269	4260.7070	29.58269	4221.9250	29.58269	4369.9440	29.58269	3868.4250	29.58269	3994.2770	29.58269	4051.0740	29.58269	4170.0150	29.58269	4260.8410	29.58269	4499.8650	29.58269	4340.6520	29.58269	4310.8280	29.58269	4194.8530	29.58269	4289.4870	29.58269	4296.0050	29.58269	4243.0970	29.58269	4244.2800	29.58269	4230.9080	29.58269	4377.6120	29.58269	3882.3660	29.58269	3983.5510	29.58269	4068.7350	29.58269	4161.8880	29.58269	4255.0920	
29.65721	4509.0470	29.65721	4325.7420	29.65721	4311.3410	29.65721	4188.7790	29.65721	4273.2980	29.65721	4286.6350	29.65721	4236.8320	29.65721	4239.0260	29.65721	4228.8180	29.65721	4363.1730	29.65721	3875.5690	29.65721	3980.0850	29.65721	4060.1910	29.65721	4174.4140	29.65721	4247.1980	29.65721	4493.9340	29.65721	4328.5400	29.65721	4311.7230	29.65721	4184.3180	29.65721	4297.7660	29.65721	4296.0580	29.65721	4245.4450	29.65721	4248.1930	29.65721	4229.0150	29.65721	4366.1680	29.65721	3871.8220	29.65721	3988.1500	29.65721	4059.0610	29.65721	4157.3110	29.65721	4245.6510	29.65721	4503.4050	29.65721	4329.1810	29.65721	4327.4970	29.65721	4199.3440	29.65721	4289.1440	29.65721	4296.1750	29.65721	4250.3740	29.65721	4249.6920	29.65721	4237.8160	29.65721	4377.4900	29.65721	3879.0550	29.65721	3978.0650	29.65721	4065.4240	29.65721	4176.1820	29.65721	4242.5300	
29.73172	4508.1910	29.73172	4322.4990	29.73172	4325.4850	29.73172	4197.7700	29.73172	4277.2980	29.73172	4282.1170	29.73172	4232.4040	29.73172	4245.7610	29.73172	4219.5230	29.73172	4358.0950	29.73172	3891.8610	29.73172	3987.6400	29.73172	4062.3690	29.73172	4166.2100	29.73172	4243.9610	29.73172	4508.6150	29.73172	4326.1590	29.73172	4324.1470	29.73172	4198.8940	29.73172	4292.0710	29.73172	4286.9540	29.73172	4236.7340	29.73172	4237.2140	29.73172	4221.9790	29.73172	4366.9910	29.73172	3868.0340	29.73172	3994.5360	29.73172	4061.9460	29.73172	4171.5530	29.73172	4260.4600	29.73172	4509.7110	29.73172	4324.2250	29.73172	4325.5090	29.73172	4185.8260	29.73172	4298.3290	29.73172	4298.8690	29.73172	4241.0310	29.73172	4251.1520	29.73172	4227.0120	29.73172	4374.7510	29.73172	3871.9390	29.73172	3995.0820	29.73172	4061.0280	29.73172	4167.0740	29.73172	4252.2010	
29.80624	4500.0880	29.80624	4328.6090	29.80624	4306.7900	29.80624	4191.1690	29.80624	4295.9750	29.80624	4278.5050	29.80624	4223.6660	29.80624	4240.9960	29.80624	4229.9150	29.80624	4366.6060	29.80624	3875.0860	29.80624	3989.4250	29.80624	4056.9840	29.80624	4166.6360	29.80624	4235.6100	29.80624	4503.6410	29.80624	4326.7040	29.80624	4316.8900	29.80624	4193.1900	29.80624	4293.1650	29.80624	4306.4860	29.80624	4239.2760	29.80624	4251.0090	29.80624	4234.2630	29.80624	4357.6180	29.80624	3874.2810	29.80624	4003.4710	29.80624	4069.9270	29.80624	4172.9060	29.80624	4253.2830	29.80624	4497.0270	29.80624	4326.4240	29.80624	4309.7760	29.80624	4193.7500	29.80624	4292.7090	29.80624	4296.4400	29.80624	4244.0440	29.80624	4244.6460	29.80624	4217.0910	29.80624	4383.6740	29.80624	3876.4980	29.80624	3986.0100	29.80624	4071.8320	29.80624	4162.1450	29.80624	4248.4820	
29.88076	4499.5250	29.88076	4315.2600	29.88076	4323.1820	29.88076	4188.6090	29.88076	4289.2220	29.88076	4281.7560	29.88076	4223.1380	29.88076	4250.8540	29.88076	4222.1070	29.88076	4363.3850	29.88076	3884.7800	29.88076	3986.3410	29.88076	4066.4260	29.88076	4160.0410	29.88076	4239.4220	29.88076	4520.4850	29.88076	4330.0480	29.88076	4319.4800	29.88076	4190.0220	29.88076	4288.6260	29.88076	4294.3660	29.88076	4225.4890	29.88076	4242.3490	29.88076	4223.9460	29.88076	4377.6870	29.88076	3873.1280	29.88076	4005.1310	29.88076	4062.9270	29.88076	4155.1350	29.88076	4252.4930	29.88076	4494.4790	29.88076	4336.8340	29.88076	4322.2810	29.88076	4192.8530	29.88076	4294.5620	29.88076	4278.5260	29.88076	4237.9110	29.88076	4258.7400	29.88076	4233.1460	29.88076	4383.3140	29.88076	3878.0090	29.88076	3987.6760	29.88076	4074.8600	29.88076	4157.5190	29.88076	4264.1430	
29.95527	4503.8790	29.95527	4313.7010	29.95527	4329.3570	29.95527	4183.2510	29.95527	4277.7930	29.95527	4278.7610	29.95527	4229.9810	29.95527	4248.1210	29.95527	4222.3870	29.95527	4357.7760	29.95527	3873.9530	29.95527	3987.1540	29.95527	4061.8060	29.95527	4168.2150	29.95527	4243.6330	29.95527	4509.1360	29.95527	4318.5060	29.95527	4303.3000	29.95527	4179.5100	29.95527	4293.5460	29.95527	4292.8160	29.95527	4232.9010	29.95527	4254.6090	29.95527	4228.3030	29.95527	4368.8980	29.95527	3889.6770	29.95527	3998.9890	29.95527	4059.5440	29.95527	4159.8080	29.95527	4258.0490	29.95527	4508.1680	29.95527	4328.1500	29.95527	4318.0970	29.95527	4185.0540	29.95527	4293.2360	29.95527	4292.1660	29.95527	4234.0490	29.95527	4256.6570	29.95527	4240.3310	29.95527	4372.5370	29.95527	3889.4740	29.95527	3995.6390	29.95527	4057.8540	29.95527	4160.1300	29.95527	4256.7460	
30.02979	4511.5680	30.02979	4324.8030	30.02979	4311.4190	30.02979	4185.0450	30.02979	4291.4360	30.02979	4281.9830	30.02979	4227.1760	30.02979	4238.1670	30.02979	4223.6750	30.02979	4361.5910	30.02979	3870.2340	30.02979	3991.5470	30.02979	4053.0200	30.02979	4165.4560	30.02979	4233.1100	30.02979	4510.6950	30.02979	4329.6640	30.02979	4309.7910	30.02979	4191.1810	30.02979	4291.3560	30.02979	4282.0390	30.02979	4233.8790	30.02979	4244.9380	30.02979	4232.4900	30.02979	4368.2750	30.02979	3878.1940	30.02979	3993.4900	30.02979	4060.0810	30.02979	4169.4430	30.02979	4250.5090	30.02979	4504.9160	30.02979	4329.5800	30.02979	4319.7100	30.02979	4188.0910	30.02979	4278.1770	30.02979	4289.8330	30.02979	4236.7990	30.02979	4248.5390	30.02979	4232.3410	30.02979	4362.8600	30.02979	3866.5500	30.02979	3987.4910	30.02979	4060.9360	30.02979	4179.9520	30.02979	4240.3040	
30.10430	4487.0910	30.10430	4317.7130	30.10430	4316.7890	30.10430	4185.9150	30.10430	4274.9880	30.10430	4281.6130	30.10430	4231.5190	30.10430	4236.0930	30.10430	4225.3080	30.10430	4372.0870	30.10430	3883.2780	30.10430	3989.9500	30.10430	4056.3610	30.10430	4165.7330	30.10430	4246.0170	30.10430	4499.9750	30.10430	4322.5200	30.10430	4307.7230	30.10430	4191.4520	30.10430	4287.5410	30.10430	4296.8870	30.10430	4241.3000	30.10430	4252.7770	30.10430	4231.3190	30.10430	4366.9220	30.10430	3868.5110	30.10430	3987.6280	30.10430	4052.8300	30.10430	4165.8550	30.10430	4250.0500	30.10430	4508.6770	30.10430	4332.0950	30.10430	4321.8280	30.10430	4196.3010	30.10430	4295.2900	30.10430	4291.1320	30.10430	4239.6900	30.10430	4239.7470	30.10430	4218.9750	30.10430	4377.3260	30.10430	3877.3240	30.10430	3995.7790	30.10430	4069.9300	30.10430	4162.0080	30.10430	4241.4610	
30.17882	4496.9290	30.17882	4322.1440	30.17882	4311.6330	30.17882	4191.7650	30.17882	4280.8860	30.17882	4275.8020	30.17882	4222.5690	30.17882	4247.5310	30.17882	4241.3800	30.17882	4361.7780	30.17882	3872.2100	30.17882	3979.4390	30.17882	4056.5430	30.17882	4160.3180	30.17882	4250.9230	30.17882	4501.1100	30.17882	4325.8640	30.17882	4306.8050	30.17882	4192.7400	30.17882	4302.9580	30.17882	4286.1280	30.17882	4240.4890	30.17882	4245.8650	30.17882	4223.3170	30.17882	4369.1720	30.17882	3874.1680	30.17882	3984.4900	30.17882	4066.3120	30.17882	4171.0970	30.17882	4248.2230	30.17882	4510.8800	30.17882	4322.8120	30.17882	4329.4670	30.17882	4187.6670	30.17882	4287.8450	30.17882	4292.1570	30.17882	4231.5990	30.17882	4246.9950	30.17882	4230.3000	30.17882	4375.4340	30.17882	3885.6150	30.17882	4000.7890	30.17882	4069.4830	30.17882	4163.7480	30.17882	4250.5090	
